ID,category
Gaia DR3 2267314339366394880,0
Gaia DR3 2267314442445739136,0
Gaia DR3 2267314682963912832,0
Gaia DR3 2267314786043127040,0
Gaia DR3 2267315095280758144,0
Gaia DR3 2267315576317101568,0
Gaia DR3 2267315782475530752,0
Gaia DR3 2267316057353431168,0
Gaia DR3 2267317088146028800,0
Gaia DR3 2267317122505244672,0
Gaia DR3 2267319905644044800,0
Gaia DR3 2267320421040124544,0
Gaia DR3 2267320970795928576,0
Gaia DR3 2267321280033576192,0
Gaia DR3 2267321726710170240,0
Gaia DR3 2267321795429648128,0
Gaia DR3 2267322276466115968,0
Gaia DR3 2267322310825723776,0
Gaia DR3 2267323272898404736,0
Gaia DR3 2267323375977618560,0
Gaia DR3 2267323955797552000,0
Gaia DR3 2267324200611330432,0
Gaia DR3 2267324544208720128,0
Gaia DR3 2267324956525597440,0
Gaia DR3 2267325918598271616,0
Gaia DR3 2267326056037220864,0
Gaia DR3 2267326292259761152,0
Gaia DR3 2267326464058452352,0
Gaia DR3 2267327670944929792,0
Gaia DR3 2267328048902600576,0
Gaia DR3 2267328736096937344,0
Gaia DR3 2267329457651313920,0
Gaia DR3 2267330179205946496,0
Gaia DR3 2267330969479926784,0
Gaia DR3 2267331141278619392,0
Gaia DR3 2267331931552604160,0
Gaia DR3 2267333340301876864,0
Gaia DR3 2267335745483540096,0
Gaia DR3 2267337841427587456,0
Gaia DR3 2267338219384696832,0
Gaia DR3 2267338219384698752,0
Gaia DR3 2267338562982081280,0
Gaia DR3 2267340280968988672,0
Gaia DR3 2267340487127436672,0
Gaia DR3 2267341036883251840,0
Gaia DR3 2267341483559837056,0
Gaia DR3 2267342102035134976,0
Gaia DR3 2267342136394948224,0
Gaia DR3 2267343201546782336,0
Gaia DR3 2267343613863636736,0
Gaia DR3 2267343682583112448,0
Gaia DR3 2267344094899970816,0
Gaia DR3 2267344163619451904,0
Gaia DR3 2267344369777881472,0
Gaia DR3 2267344507216831872,0
Gaia DR3 2267345160051868032,0
Gaia DR3 2267345503649254016,0
Gaia DR3 2267345503649254144,0
Gaia DR3 2267345538008990720,0
Gaia DR3 2267345778527158912,0
Gaia DR3 2267347221636156032,0
Gaia DR3 2267349111421772288,0
Gaia DR3 2267349455019150976,0
Gaia DR3 2267351825840932096,0
Gaia DR3 2267352135078578688,0
Gaia DR3 2267352272517532416,0
Gaia DR3 2267352753553865600,0
Gaia DR3 2267353268949942656,0
Gaia DR3 2267353573892029056,0
Gaia DR3 2267354334101835904,0
Gaia DR3 2267354437181050752,0
Gaia DR3 2267354677699216384,0
Gaia DR3 2267354746418694016,0
Gaia DR3 2267354746418694144,0
Gaia DR3 2267355227455148416,0
Gaia DR3 2267355605412269568,0
Gaia DR3 2267356430045871232,0
Gaia DR3 2267356464405718528,0
Gaia DR3 2267356498765458560,0
Gaia DR3 2267357804435505920,0
Gaia DR3 2267357834498827776,0
Gaia DR3 2267358216752500096,0
Gaia DR3 2267358663428979712,0
Gaia DR3 2267358903947146368,0
Gaia DR3 2267358903947146624,0
Gaia DR3 2267359178825047040,0
Gaia DR3 2267359247544522752,0
Gaia DR3 2267360621934079744,0
Gaia DR3 2267361171689895296,0
Gaia DR3 2267361721445699328,0
Gaia DR3 2267362855317084672,0
Gaia DR3 2267362924036560128,0
Gaia DR3 2267363508152101760,0
Gaia DR3 2267363886109220480,0
Gaia DR3 2267364538944242944,0
Gaia DR3 2267364878245190272,0
Gaia DR3 2267365329218223232,0
Gaia DR3 2267365501016917760,0
Gaia DR3 2267366600528535168,0
Gaia DR3 2267367012845406848,0
Gaia DR3 2267368559033628416,0
Gaia DR3 2267368662112841472,0
Gaia DR3 2267368765192055040,0
Gaia DR3 2267369211868633472,0
Gaia DR3 2267369246228368512,0
Gaia DR3 2267369246228369152,0
Gaia DR3 2267369761624449152,0
Gaia DR3 2267369933423282944,0
Gaia DR3 2267370070862086272,0
Gaia DR3 2267370551898427008,0
Gaia DR3 2267370959918880512,0
Gaia DR3 2267371647113648000,0
Gaia DR3 2267371891928234624,0
Gaia DR3 2267372441684038784,0
Gaia DR3 2267372682202202752,0
Gaia DR3 2267372750922190976,0
Gaia DR3 2267373094519064704,0
Gaia DR3 2267373094519572352,0
Gaia DR3 2267375465341000576,0
Gaia DR3 2267376496133159808,0
Gaia DR3 2267376942809750528,0
Gaia DR3 2267377217687660928,0
Gaia DR3 2267377286407138560,0
Gaia DR3 2267378793939224448,0
Gaia DR3 2267378866955116032,0
Gaia DR3 2267379038753809792,0
Gaia DR3 2267379206256082560,0
Gaia DR3 2267379244912237056,0
Gaia DR3 2267379691588833536,0
Gaia DR3 2267380997258901120,0
Gaia DR3 2267383642958736768,0
Gaia DR3 2267384948628804992,0
Gaia DR3 2267386357378185344,0
Gaia DR3 2267386666615780096,0
Gaia DR3 2267386975853414656,0
Gaia DR3 2267388041005299584,0
Gaia DR3 2267388556401376384,0
Gaia DR3 2267388831279300736,0
Gaia DR3 2267389037437720960,0
Gaia DR3 2267389587193537408,0
Gaia DR3 2267390583625948672,0
Gaia DR3 2267392129814153600,0
Gaia DR3 2267392232893366272,0
Gaia DR3 2267393023167346176,0
Gaia DR3 2267393091886836096,0
Gaia DR3 2267396871458064256,0
Gaia DR3 2267397043256763776,0
Gaia DR3 2267397833530753408,0
Gaia DR3 2267397936609973248,0
Gaia DR3 2267398516429034624,0
Gaia DR3 2267399066184848384,0
Gaia DR3 2267399414078714496,0
Gaia DR3 2267399890818572928,0
Gaia DR3 2267399963834510976,0
Gaia DR3 2267400341791636352,0
Gaia DR3 2267400513590327296,0
Gaia DR3 2267401166425447168,0
Gaia DR3 2267401647461785600,0
Gaia DR3 2267401819260477184,0
Gaia DR3 2267401887979867008,0
Gaia DR3 2267402643894202240,0
Gaia DR3 2267402953131846784,0
Gaia DR3 2267405804990004864,0
Gaia DR3 2267406698343212672,0
Gaia DR3 2267407110660179072,0
Gaia DR3 2267407522977036416,0
Gaia DR3 2267409103524991488,0
Gaia DR3 2267409923862173568,0
Gaia DR3 2267410855871655168,0
Gaia DR3 2267412092822226048,0
Gaia DR3 2267412127181962496,0
Gaia DR3 2267412161541701504,0
Gaia DR3 2267413153677579008,0
Gaia DR3 2267414532363666944,0
Gaia DR3 2267414601083142528,0
Gaia DR3 2267415391357131008,0
Gaia DR3 2267415769314255616,0
Gaia DR3 2267416250350585472,0
Gaia DR3 2267417311205918592,0
Gaia DR3 2267417727819329024,0
Gaia DR3 2267417830898545408,0
Gaia DR3 2267418689891994240,0
Gaia DR3 2267419239647808768,0
Gaia DR3 2267419441509695744,0
Gaia DR3 2267420167360757376,0
Gaia DR3 2267420270439971712,0
Gaia DR3 2267420609743993728,0
Gaia DR3 2267420614037348864,0
Gaia DR3 2267421129433426176,0
Gaia DR3 2267422400743931776,0
Gaia DR3 2267422709981572096,0
Gaia DR3 2267423603334763392,0
Gaia DR3 2267424153090587264,0
Gaia DR3 2267424256169799424,0
Gaia DR3 2267424835989895552,0
Gaia DR3 2267425939796975488,0
Gaia DR3 2267427314186496128,0
Gaia DR3 2267427382905971328,0
Gaia DR3 2267427451625446144,0
Gaia DR3 2267427692143613952,0
Gaia DR3 2267427726503356928,0
Gaia DR3 2267428344978653056,0
Gaia DR3 2267428929094208128,0
Gaia DR3 2267430475283097984,0
Gaia DR3 2267430921959048192,0
Gaia DR3 2267431368635647232,0
Gaia DR3 2267432017173951104,0
Gaia DR3 2267432536866747520,0
Gaia DR3 2267432880464138880,0
Gaia DR3 2267433498939430656,0
Gaia DR3 2267433533299168256,0
Gaia DR3 2267433636378384512,0
Gaia DR3 2267433945616024064,0
Gaia DR3 2267435113847117440,0
Gaia DR3 2267435938480834304,0
Gaia DR3 2267437484669064576,0
Gaia DR3 2267437931345665664,0
Gaia DR3 2267437931345666304,0
Gaia DR3 2267438343662519808,0
Gaia DR3 2267439305735180928,0
Gaia DR3 2267439511893610752,0
Gaia DR3 2267440469669590400,0
Gaia DR3 2267441161161047936,0
Gaia DR3 2267441195520785280,0
Gaia DR3 2267441259943571328,0
Gaia DR3 2267441367319477632,0
Gaia DR3 2267441573477914880,0
Gaia DR3 2267441710916868224,0
Gaia DR3 2267441775339647232,0
Gaia DR3 2267442191953207424,0
Gaia DR3 2267442741709016192,0
Gaia DR3 2267443085306395776,0
Gaia DR3 2267443222745352832,0
Gaia DR3 2267443394544043264,0
Gaia DR3 2267443909940113792,0
Gaia DR3 2267444562775142528,0
Gaia DR3 2267445043811476864,0
Gaia DR3 2267447758230901888,0
Gaia DR3 2267448685943760640,0
Gaia DR3 2267449029541143808,0
Gaia DR3 2267449510577472128,0
Gaia DR3 2267451469082663936,0
Gaia DR3 2267452701736440832,0
Gaia DR3 2267452877831927040,0
Gaia DR3 2267452877831928704,0
Gaia DR3 2267452980911139328,0
Gaia DR3 2267454046063020544,0
Gaia DR3 2267454698898067328,0
Gaia DR3 2267454973775970944,0
Gaia DR3 2267455970208377600,0
Gaia DR3 2267456657403140224,0
Gaia DR3 2267456726122622080,0
Gaia DR3 2267456829201835776,0
Gaia DR3 2267457378957597312,0
Gaia DR3 2267459715419809408,0
Gaia DR3 2267459784139286656,0
Gaia DR3 2267460127736768640,0
Gaia DR3 2267460127736768896,0
Gaia DR3 2267460127736769408,0
Gaia DR3 2267460471334047872,0
Gaia DR3 2267460814931534464,0
Gaia DR3 2267461605205400320,0
Gaia DR3 2267462189321059200,0
Gaia DR3 2267462773436602880,0
Gaia DR3 2267462910875560960,0
Gaia DR3 2267463151393729920,0
Gaia DR3 2267463391911892992,0
Gaia DR3 2267463426271633024,0
Gaia DR3 2267464216545628416,0
Gaia DR3 2267464594502745472,0
Gaia DR3 2267464628862479616,0
Gaia DR3 2267465316057249664,0
Gaia DR3 2267465762733865216,0
Gaia DR3 2267466243770203648,0
Gaia DR3 2267467961757122432,0
Gaia DR3 2267468374073981696,0
Gaia DR3 2267468683311627520,0
Gaia DR3 2267468988253167744,0
Gaia DR3 2267469370506389248,0
Gaia DR3 2267470092060891136,0
Gaia DR3 2267470126420745472,0
Gaia DR3 2267471019773826944,0
Gaia DR3 2267471260291989120,0
Gaia DR3 2267471638249108864,0
Gaia DR3 2267472084925708416,0
Gaia DR3 2267472840839963904,0
Gaia DR3 2267473729897053824,0
Gaia DR3 2267474146510016256,0
Gaia DR3 2267474455747644032,0
Gaia DR3 2267474661906072960,0
Gaia DR3 2267476929648806016,0
Gaia DR3 2267477165870898176,0
Gaia DR3 2267477543828019456,0
Gaia DR3 2267478024864357632,0
Gaia DR3 2267478132239641856,0
Gaia DR3 2267478407116006528,0
Gaia DR3 2267481224616093312,0
Gaia DR3 2267481705652430080,0
Gaia DR3 2267481705652430720,0
Gaia DR3 2267481735716094464,0
Gaia DR3 2267481740012171136,0
Gaia DR3 2267482049249812352,0
Gaia DR3 2267482525990076288,0
Gaia DR3 2267483698517269376,0
Gaia DR3 2267485141626276224,0
Gaia DR3 2267486584735292160,0
Gaia DR3 2267486958396320384,0
Gaia DR3 2267487031412008960,0
Gaia DR3 2267487306289916544,0
Gaia DR3 2267489299154737280,0
Gaia DR3 2267489642752116224,0
Gaia DR3 2267489711471595392,0
Gaia DR3 2267490364306628608,0
Gaia DR3 2267490501745583232,0
Gaia DR3 2267490570465061120,0
Gaia DR3 2267491807415637632,0
Gaia DR3 2267492082293301760,0
Gaia DR3 2267492528969977472,0
Gaia DR3 2267492906927102208,0
Gaia DR3 2267493177508241280,0
Gaia DR3 2267493491042644736,0
Gaia DR3 2267493559762123776,0
Gaia DR3 2267493834640034816,0
Gaia DR3 2267495209029575552,0
Gaia DR3 2267495483907658496,0
Gaia DR3 2267495690066528128,0
Gaia DR3 2267495964943813760,0
Gaia DR3 2267496445980142464,0
Gaia DR3 2267497201894387200,0
Gaia DR3 2267497476772292480,0
Gaia DR3 2267499087383233152,0
Gaia DR3 2267499503996859776,0
Gaia DR3 2267501531221443968,0
Gaia DR3 2267501977898032000,0
Gaia DR3 2267502080977248128,0
Gaia DR3 2267503283568100224,0
Gaia DR3 2267503932107086336,0
Gaia DR3 2267503970762866560,0
Gaia DR3 2267504103905774848,0
Gaia DR3 2267504688021329536,0
Gaia DR3 2267504795396581632,0
Gaia DR3 2267504864116060544,0
Gaia DR3 2267506238506206976,0
Gaia DR3 2267509090363995904,0
Gaia DR3 2267509464024954112,0
Gaia DR3 2267510396034547072,0
Gaia DR3 2267510430393649152,0
Gaia DR3 2267511392466320512,0
Gaia DR3 2267511495545535488,0
Gaia DR3 2267511598624749824,0
Gaia DR3 2267511907862400512,0
Gaia DR3 2267512251459783040,0
Gaia DR3 2267512491977953664,0
Gaia DR3 2267512904294811904,0
Gaia DR3 2267513282251929088,0
Gaia DR3 2267513419690995840,0
Gaia DR3 2267513832007858432,0
Gaia DR3 2267514003806644352,0
Gaia DR3 2267514072525909504,0
Gaia DR3 2267514106885647232,0
Gaia DR3 2267514587921985664,0
Gaia DR3 2267515309476596992,0
Gaia DR3 2267515515635025024,0
Gaia DR3 2267516305909014528,0
Gaia DR3 2267516408988232576,0
Gaia DR3 2267516786945354368,0
Gaia DR3 2267516958744610944,0
Gaia DR3 2267517405420637312,0
Gaia DR3 2267517611579067008,0
Gaia DR3 2267518436212693632,0
Gaia DR3 2267518711090597760,0
Gaia DR3 2267519600147776256,0
Gaia DR3 2267520188559467520,0
Gaia DR3 2267520944473720192,0
Gaia DR3 2267521391150323840,0
Gaia DR3 2267522662460629248,0
Gaia DR3 2267522971698265216,0
Gaia DR3 2267523109137213312,0
Gaia DR3 2267523521454081024,0
Gaia DR3 2267524758404650240,0
Gaia DR3 2267525102002044416,0
Gaia DR3 2267525376879948032,0
Gaia DR3 2267526613830523008,0
Gaia DR3 2267527163586450816,0
Gaia DR3 2267527404104442112,0
Gaia DR3 2267527438464178048,0
Gaia DR3 2267527472823916928,0
Gaia DR3 2267528125658941312,0
Gaia DR3 2267528434896580224,0
Gaia DR3 2267528778494097024,0
Gaia DR3 2267528881573183488,0
Gaia DR3 2267530049804429184,0
Gaia DR3 2267530118523907072,0
Gaia DR3 2267530187243383680,0
Gaia DR3 2267530290322595968,0
Gaia DR3 2267530599560234368,0
Gaia DR3 2267530702639451648,0
Gaia DR3 2267530874438137600,0
Gaia DR3 2267531252395267840,0
Gaia DR3 2267531866574370432,0
Gaia DR3 2267532214467930752,0
Gaia DR3 2267532283187405312,0
Gaia DR3 2267532317547145984,0
Gaia DR3 2267532936022425088,0
Gaia DR3 2267532970382163968,0
Gaia DR3 2267533000445735040,0
Gaia DR3 2267533000445735680,0
Gaia DR3 2267533417058765184,0
Gaia DR3 2267533928158668928,0
Gaia DR3 2267534104253537920,0
Gaia DR3 2267535135045684736,0
Gaia DR3 2267535581722283264,0
Gaia DR3 2267535787880712960,0
Gaia DR3 2267536200197602560,0
Gaia DR3 2267536268917077248,0
Gaia DR3 2267536646874200064,0
Gaia DR3 2267536681233937920,0
Gaia DR3 2267537059191056000,0
Gaia DR3 2267537162270267520,0
Gaia DR3 2267537535931194880,0
Gaia DR3 2267538089983202048,0
Gaia DR3 2267538777177984512,0
Gaia DR3 2267539773610383872,0
Gaia DR3 2267542522389481728,0
Gaia DR3 2267544102937401088,0
Gaia DR3 2267544790132172416,0
Gaia DR3 2267545030650321408,0
Gaia DR3 2267545133729535360,0
Gaia DR3 2267545236808749440,0
Gaia DR3 2267545408607447808,0
Gaia DR3 2267545442967184256,0
Gaia DR3 2267545614765876224,0
Gaia DR3 2267546233241154560,0
Gaia DR3 2267546611198283520,0
Gaia DR3 2267548226105986176,0
Gaia DR3 2267548363544940544,0
Gaia DR3 2267549394337081216,0
Gaia DR3 2267549806653943040,0
Gaia DR3 2267550081531844992,0
Gaia DR3 2267550390769478784,0
Gaia DR3 2267550906165561728,0
Gaia DR3 2267552417994059904,0
Gaia DR3 2267552555433004928,0
Gaia DR3 2267552624152478464,0
Gaia DR3 2267552967749860608,0
Gaia DR3 2267553483145940736,0
Gaia DR3 2267554479578381952,0
Gaia DR3 2267554651377072128,0
Gaia DR3 2267554994974446208,0
Gaia DR3 2267555098053659136,0
Gaia DR3 2267556266284779392,0
Gaia DR3 2267556747321115008,0
Gaia DR3 2267556850400331136,0
Gaia DR3 2267556919119802752,0
Gaia DR3 2267558705826189568,0
Gaia DR3 2267559496100228736,0
Gaia DR3 2267559874057353088,0
Gaia DR3 2267559942776828032,0
Gaia DR3 2267560664331337472,0
Gaia DR3 2267561007928721920,0
Gaia DR3 2267562038720871680,0
Gaia DR3 2267563653629159296,0
Gaia DR3 2267563687988897152,0
Gaia DR3 2267563791068106752,0
Gaia DR3 2267564065946019840,0
Gaia DR3 2267564546982351104,0
Gaia DR3 2267564684421317248,0
Gaia DR3 2267564890579746048,0
Gaia DR3 2267565096738434816,0
Gaia DR3 2267566402408232832,0
Gaia DR3 2267566642926395392,0
Gaia DR3 2267567879877649664,0
Gaia DR3 2267567879877650688,0
Gaia DR3 2267568017315910400,0
Gaia DR3 2267568326553553920,0
Gaia DR3 2267568841949630464,0
Gaia DR3 2267568910669109120,0
Gaia DR3 2267569151187292544,0
Gaia DR3 2267569219906766464,0
Gaia DR3 2267569872741795200,0
Gaia DR3 2267570147619826432,0
Gaia DR3 2267570250698910976,0
Gaia DR3 2267570388137860992,0
Gaia DR3 2267570628656026880,0
Gaia DR3 2267571109692499328,0
Gaia DR3 2267571277194406912,0
Gaia DR3 2267572140484545280,0
Gaia DR3 2267573171276690688,0
Gaia DR3 2267573858471467904,0
Gaia DR3 2267574030270161536,0
Gaia DR3 2267574442587019904,0
Gaia DR3 2267574541369550336,0
Gaia DR3 2267574820544804736,0
Gaia DR3 2267575610818107264,0
Gaia DR3 2267575816976537216,0
Gaia DR3 2267576401092093184,0
Gaia DR3 2267576779049202560,0
Gaia DR3 2267576916488157056,0
Gaia DR3 2267578978072462336,0
Gaia DR3 2267579046792073216,0
Gaia DR3 2267580077584196736,0
Gaia DR3 2267580146303550080,0
Gaia DR3 2267581451973598080,0
Gaia DR3 2267582792003537408,0
Gaia DR3 2267582860722883328,0
Gaia DR3 2267583577979906432,0
Gaia DR3 2267583921577289600,0
Gaia DR3 2267584338191625728,0
Gaia DR3 2267584372551486208,0
Gaia DR3 2267584681789001728,0
Gaia DR3 2267585746940887936,0
Gaia DR3 2267586468495393792,0
Gaia DR3 2267586502855132416,0
Gaia DR3 2267586640294093440,0
Gaia DR3 2267586739075835136,0
Gaia DR3 2267586777733047168,0
Gaia DR3 2267587499287663872,0
Gaia DR3 2267588530079809536,0
Gaia DR3 2267589492152525824,0
Gaia DR3 2267591966053687552,0
Gaia DR3 2267592687608188672,0
Gaia DR3 2267592756327660672,0
Gaia DR3 2267594233796390656,0
Gaia DR3 2267595436387241472,0
Gaia DR3 2267597497971534080,0
Gaia DR3 2267598734922045312,0
Gaia DR3 2267599422116948608,0
Gaia DR3 2267599937513034752,0
Gaia DR3 2267600727787012480,0
Gaia DR3 2267601071384394496,0
Gaia DR3 2267602411414171648,0
Gaia DR3 2267602647635533568,0
Gaia DR3 2267603201688148096,0
Gaia DR3 2267603545285696000,0
Gaia DR3 2267603854523178112,0
Gaia DR3 2267603991962126336,0
Gaia DR3 2267604335559527424,0
Gaia DR3 2267604369919265536,0
Gaia DR3 2267605091473766144,0
Gaia DR3 2267605228912721664,0
Gaia DR3 2267605572510095616,0
Gaia DR3 2267606255407215872,0
Gaia DR3 2267606912539921920,0
Gaia DR3 2267607599734684032,0
Gaia DR3 2267607908972328192,0
Gaia DR3 2267607943332065408,0
Gaia DR3 2267608561807355776,0
Gaia DR3 2267609695678729088,0
Gaia DR3 2267609760101372800,0
Gaia DR3 2267609970556633728,0
Gaia DR3 2267610417233238656,0
Gaia DR3 2267611654183800960,0
Gaia DR3 2267612203940197632,0
Gaia DR3 2267612307018820352,0
Gaia DR3 2267612822414895360,0
Gaia DR3 2267612891134374272,0
Gaia DR3 2267613372170718592,0
Gaia DR3 2267613406530460544,0
Gaia DR3 2267613612688895744,0
Gaia DR3 2267613677111554688,0
Gaia DR3 2267616155309501696,0
Gaia DR3 2267616739425043456,0
Gaia DR3 2267616911223920128,0
Gaia DR3 2267617529699044992,0
Gaia DR3 2267617559761139456,0
Gaia DR3 2267617564058784384,0
Gaia DR3 2267617598418518016,0
Gaia DR3 2267619075887261952,0
Gaia DR3 2267619110246998528,0
Gaia DR3 2267619316405426048,0
Gaia DR3 2267619556923593728,0
Gaia DR3 2267620175398876288,0
Gaia DR3 2267620587715732096,0
Gaia DR3 2267620793874149504,0
Gaia DR3 2267620965672840192,0
Gaia DR3 2267621034392313728,0
Gaia DR3 2267621064454485760,0
Gaia DR3 2267621584148130176,0
Gaia DR3 2267622060886896640,0
Gaia DR3 2267622546220826880,0
Gaia DR3 2267622683659773312,0
Gaia DR3 2267622924177937792,0
Gaia DR3 2267624298567501696,0
Gaia DR3 2267624917042792832,0
Gaia DR3 2267625054481746560,0
Gaia DR3 2267625191920692864,0
Gaia DR3 2267625535518074752,0
Gaia DR3 2267626566310368640,0
Gaia DR3 2267626806828538624,0
Gaia DR3 2267627425303827200,0
Gaia DR3 2267627768901210112,0
Gaia DR3 2267628245639791360,0
Gaia DR3 2267628559175190016,0
Gaia DR3 2267628593534926976,0
Gaia DR3 2267628627894665600,0
Gaia DR3 2267629418168646528,0
Gaia DR3 2267629864845239680,0
Gaia DR3 2267630414601054464,0
Gaia DR3 2267630689478969856,0
Gaia DR3 2267631754630853760,0
Gaia DR3 2267631823350331904,0
Gaia DR3 2267632162649963264,0
Gaia DR3 2267632544904836096,0
Gaia DR3 2267633330881060864,0
Gaia DR3 2267634709568152320,0
Gaia DR3 2267635396760586752,0
Gaia DR3 2267635568561631616,0
Gaia DR3 2267635877799267456,0
Gaia DR3 2267636496274550144,0
Gaia DR3 2267637492706950528,0
Gaia DR3 2267637836304337664,0
Gaia DR3 2267638867096484352,0
Gaia DR3 2267639034597623168,0
Gaia DR3 2267639107614650624,0
Gaia DR3 2267640168468986368,0
Gaia DR3 2267640443346892288,0
Gaia DR3 2267640512066371968,0
Gaia DR3 2267640619443143552,0
Gaia DR3 2267641959472964096,0
Gaia DR3 2267643471301449984,0
Gaia DR3 2267644055417009920,0
Gaia DR3 2267644227215701888,0
Gaia DR3 2267644325997326464,0
Gaia DR3 2267644570813091200,0
Gaia DR3 2267644605172824704,0
Gaia DR3 2267644811331416320,0
Gaia DR3 2267645494228463744,0
Gaia DR3 2267646769836323456,0
Gaia DR3 2267646838555796096,0
Gaia DR3 2267647079073958400,0
Gaia DR3 2267648174288057472,0
Gaia DR3 2267648350384293504,0
Gaia DR3 2267648797060890880,0
Gaia DR3 2267649381176431104,0
Gaia DR3 2267649999651893888,0
Gaia DR3 2267650549407522304,0
Gaia DR3 2267652439193127424,0
Gaia DR3 2267652885869730816,0
Gaia DR3 2267654019741092480,0
Gaia DR3 2267655119253374080,0
Gaia DR3 2267657455714926208,0
Gaia DR3 2267657696233098496,0
Gaia DR3 2267658177269429888,0
Gaia DR3 2267658314708529152,0
Gaia DR3 2267658383427859712,0
Gaia DR3 2267658688368984576,0
Gaia DR3 2267659001903294208,0
Gaia DR3 2267660170134973568,0
Gaia DR3 2267660445012172800,0
Gaia DR3 2267662158702575360,0
Gaia DR3 2267662678395324416,0
Gaia DR3 2267663262510880128,0
Gaia DR3 2267663503029042688,0
Gaia DR3 2267664327662754304,0
Gaia DR3 2267664671260129024,0
Gaia DR3 2267665083576988032,0
Gaia DR3 2267665358454897152,0
Gaia DR3 2267665805131509504,0
Gaia DR3 2267665976930196992,0
Gaia DR3 2267666629765355776,0
Gaia DR3 2267666939002861952,0
Gaia DR3 2267668141593614080,0
Gaia DR3 2267668244672823808,0
Gaia DR3 2267668279032564352,0
Gaia DR3 2267668828788380544,0
Gaia DR3 2267669584702774272,0
Gaia DR3 2267669619062357248,0
Gaia DR3 2267669653422096128,0
Gaia DR3 2267670134458591232,0
Gaia DR3 2267670782995893504,0
Gaia DR3 2267672264762374784,0
Gaia DR3 2267673364273992576,0
Gaia DR3 2267673432993465984,0
Gaia DR3 2267673634854176768,0
Gaia DR3 2267674807383005568,0
Gaia DR3 2267674944821954304,0
Gaia DR3 2267675082260910208,0
Gaia DR3 2267675150980393088,0
Gaia DR3 2267675391498557440,0
Gaia DR3 2267676177475825664,0
Gaia DR3 2267676692871899520,0
Gaia DR3 2267677453082879744,0
Gaia DR3 2267677453082880128,0
Gaia DR3 2267677865399734016,0
Gaia DR3 2267679652106137856,0
Gaia DR3 2267679961343781248,0
Gaia DR3 2267681473172251776,0
Gaia DR3 2267681782409898624,0
Gaia DR3 2267682916281257600,0
Gaia DR3 2267685184023997568,0
Gaia DR3 2267685561981095040,0
Gaia DR3 2267685630700570112,0
Gaia DR3 2267685905578471808,0
Gaia DR3 2267686455334395392,0
Gaia DR3 2267686936370731648,0
Gaia DR3 2267687417406956544,0
Gaia DR3 2267687486126429696,0
Gaia DR3 2267687829723828736,0
Gaia DR3 2267688345119910784,0
Gaia DR3 2267689891308120704,0
Gaia DR3 2267690028747058304,0
Gaia DR3 2267690063106797440,0
Gaia DR3 2267690922100257792,0
Gaia DR3 2267691025179470336,0
Gaia DR3 2267691952892394624,0
Gaia DR3 2267692159050844032,0
Gaia DR3 2267692429632070400,0
Gaia DR3 2267692674446914816,0
Gaia DR3 2267692773229452672,0
Gaia DR3 2267693189842991616,0
Gaia DR3 2267693602159838720,0
Gaia DR3 2267693636519579008,0
Gaia DR3 2267693945757232768,0
Gaia DR3 2267694078899507584,0
Gaia DR3 2267694151915656320,0
Gaia DR3 2267694834813754240,0
Gaia DR3 2267694903533232128,0
Gaia DR3 2267695526305218176,0
Gaia DR3 2267695801183119872,0
Gaia DR3 2267695904262339456,0
Gaia DR3 2267696694536339712,0
Gaia DR3 2267696969414242304,0
Gaia DR3 2267697171275959808,0
Gaia DR3 2267698103285599488,0
Gaia DR3 2267698103285600896,0
Gaia DR3 2267698167708371456,0
Gaia DR3 2267698172005073792,0
Gaia DR3 2267698515602460160,0
Gaia DR3 2267699099717993856,0
Gaia DR3 2267700027430928640,0
Gaia DR3 2267700469810842368,0
Gaia DR3 2267700886424382464,0
Gaia DR3 2267701985936091392,0
Gaia DR3 2267702020295829888,0
Gaia DR3 2267702226454188032,0
Gaia DR3 2267702570051642240,0
Gaia DR3 2267703291606077952,0
Gaia DR3 2267703463404768000,0
Gaia DR3 2267703600843721344,0
Gaia DR3 2267705250111243904,0
Gaia DR3 2267706246543667968,0
Gaia DR3 2267707655292846208,0
Gaia DR3 2267708205048733696,0
Gaia DR3 2267708308127951744,0
Gaia DR3 2267708445566897664,0
Gaia DR3 2267709751236966016,0
Gaia DR3 2267710060474606976,0
Gaia DR3 2267710232273296384,0
Gaia DR3 2267710885108320768,0
Gaia DR3 2267710953827795712,0
Gaia DR3 2267711778461515392,0
Gaia DR3 2267713599527683200,0
Gaia DR3 2267713668247157248,0
Gaia DR3 2267713977484793344,0
Gaia DR3 2267714522943052544,0
Gaia DR3 2267714939557493120,0
Gaia DR3 2267715180075656064,0
Gaia DR3 2267716039069110656,0
Gaia DR3 2267716245227536768,0
Gaia DR3 2267716417026209920,0
Gaia DR3 2267717001141765248,0
Gaia DR3 2267717447818352512,0
Gaia DR3 2267718066293645696,0
Gaia DR3 2267718478610500224,0
Gaia DR3 2267718581689735936,0
Gaia DR3 2267718719128691072,0
Gaia DR3 2267719853000043904,0
Gaia DR3 2267720024798730240,0
Gaia DR3 2267720196597430912,0
Gaia DR3 2267720883792406528,0
Gaia DR3 2267721399188250624,0
Gaia DR3 2267721433547990784,0
Gaia DR3 2267721433547991680,0
Gaia DR3 2267721983303792768,0
Gaia DR3 2267722017663532032,0
Gaia DR3 2267722361261560576,0
Gaia DR3 2267723941808892288,0
